statecode,countyname,reported_propertytype,bldg_count
NY,Steuben County,Health Care,5
NY,Steuben County,Hospitality,25
NY,Steuben County,Industrial,63
NY,Steuben County,Multi-Family,97
NY,Steuben County,Office,97
NY,Steuben County,Retail,448
NY,Steuben County,Specialty,57
NY,Steuben County,Sports & Entertainment,4
NY,Suffolk County,Flex,283
NY,Suffolk County,Health Care,105
NY,Suffolk County,Hospitality,236
NY,Suffolk County,Industrial,4458
NY,Suffolk County,Multi-Family,776
NY,Suffolk County,Office,3720
NY,Suffolk County,Retail,8296
NY,Suffolk County,Specialty,775
NY,Suffolk County,Sports & Entertainment,43
NY,Sullivan County,Flex,5
NY,Sullivan County,Health Care,6
NY,Sullivan County,Hospitality,52
NY,Sullivan County,Industrial,64
NY,Sullivan County,Multi-Family,124
NY,Sullivan County,Office,82
NY,Sullivan County,Retail,357
NY,Sullivan County,Specialty,85
NY,Sullivan County,Sports & Entertainment,7
NY,Tioga County,Health Care,2
NY,Tioga County,Hospitality,7
NY,Tioga County,Industrial,36
NY,Tioga County,Multi-Family,49
NY,Tioga County,Office,23
NY,Tioga County,Retail,169
NY,Tioga County,Specialty,22
NY,Tioga County,Sports & Entertainment,3
NY,Tompkins County,Flex,17
NY,Tompkins County,Health Care,5
NY,Tompkins County,Hospitality,23
NY,Tompkins County,Industrial,55
NY,Tompkins County,Multi-Family,198
NY,Tompkins County,Office,127
NY,Tompkins County,Retail,352
NY,Tompkins County,Specialty,42
NY,Tompkins County,Sports & Entertainment,2
NY,Ulster County,Flex,29
NY,Ulster County,Health Care,13
NY,Ulster County,Hospitality,68
NY,Ulster County,Industrial,326
NY,Ulster County,Multi-Family,316
NY,Ulster County,Office,425
NY,Ulster County,Retail,1248
NY,Ulster County,Specialty,154
NY,Ulster County,Sports & Entertainment,12
NY,Warren County,Flex,7
NY,Warren County,Health Care,6
NY,Warren County,Hospitality,195
NY,Warren County,Industrial,122
NY,Warren County,Multi-Family,129
NY,Warren County,Office,382
NY,Warren County,Retail,817
NY,Warren County,Specialty,69
NY,Warren County,Sports & Entertainment,20
NY,Washington County,Flex,4
NY,Washington County,Health Care,7
NY,Washington County,Hospitality,18
NY,Washington County,Industrial,112
NY,Washington County,Multi-Family,106
NY,Washington County,Office,122
NY,Washington County,Retail,456
NY,Washington County,Specialty,55
NY,Washington County,Sports & Entertainment,12
NY,Wayne County,Flex,3
NY,Wayne County,Health Care,4
NY,Wayne County,Hospitality,9
NY,Wayne County,Industrial,201
NY,Wayne County,Multi-Family,101
NY,Wayne County,Office,116
NY,Wayne County,Retail,557
NY,Wayne County,Specialty,74
NY,Wayne County,Sports & Entertainment,7
NY,Westchester County,Flex,195
NY,Westchester County,Health Care,69
NY,Westchester County,Hospitality,59
NY,Westchester County,Industrial,1348
NY,Westchester County,Multi-Family,2406
NY,Westchester County,Office,1822
NY,Westchester County,Retail,5274
NY,Westchester County,Specialty,365
NY,Westchester County,Sports & Entertainment,29
NY,Wyoming County,Flex,1
NY,Wyoming County,Health Care,3
NY,Wyoming County,Hospitality,6
NY,Wyoming County,Industrial,23
NY,Wyoming County,Multi-Family,69
NY,Wyoming County,Office,38
NY,Wyoming County,Retail,160
NY,Wyoming County,Specialty,24
NY,Wyoming County,Sports & Entertainment,3
NY,Yates County,Health Care,1
NY,Yates County,Hospitality,12
NY,Yates County,Industrial,22
NY,Yates County,Multi-Family,16
NY,Yates County,Office,16
NY,Yates County,Retail,98
NY,Yates County,Specialty,21
OH,Adams County,Health Care,3
OH,Adams County,Hospitality,7
OH,Adams County,Industrial,17
OH,Adams County,Multi-Family,12
OH,Adams County,Office,16
OH,Adams County,Retail,98
OH,Adams County,Specialty,22
OH,Adams County,Sports & Entertainment,1
OH,Allen County,Flex,15
OH,Allen County,Health Care,9
OH,Allen County,Hospitality,15
OH,Allen County,Industrial,212
OH,Allen County,Multi-Family,114
OH,Allen County,Office,241
OH,Allen County,Retail,670
OH,Allen County,Specialty,106
OH,Allen County,Sports & Entertainment,7
OH,Ashland County,Flex,5
OH,Ashland County,Health Care,4
OH,Ashland County,Hospitality,8
OH,Ashland County,Industrial,94
OH,Ashland County,Multi-Family,28
OH,Ashland County,Office,61
OH,Ashland County,Retail,233
OH,Ashland County,Specialty,15
OH,Ashland County,Sports & Entertainment,5
OH,Ashtabula County,Flex,9
OH,Ashtabula County,Health Care,7
OH,Ashtabula County,Hospitality,22
OH,Ashtabula County,Industrial,161
OH,Ashtabula County,Multi-Family,125
OH,Ashtabula County,Office,115
OH,Ashtabula County,Retail,587
OH,Ashtabula County,Specialty,75
OH,Ashtabula County,Sports & Entertainment,12
OH,Athens County,Flex,1
OH,Athens County,Health Care,6
OH,Athens County,Hospitality,13
OH,Athens County,Industrial,22
OH,Athens County,Multi-Family,81
OH,Athens County,Office,58
OH,Athens County,Retail,165
OH,Athens County,Specialty,30
OH,Auglaize County,Flex,2
OH,Auglaize County,Health Care,4
OH,Auglaize County,Hospitality,5
OH,Auglaize County,Industrial,60
OH,Auglaize County,Multi-Family,16
OH,Auglaize County,Office,44
OH,Auglaize County,Retail,219
OH,Auglaize County,Specialty,18
OH,Auglaize County,Sports & Entertainment,3
OH,Belmont County,Flex,6
OH,Belmont County,Health Care,7
OH,Belmont County,Hospitality,10
OH,Belmont County,Industrial,73
OH,Belmont County,Multi-Family,56
OH,Belmont County,Office,100
OH,Belmont County,Retail,297
OH,Belmont County,Specialty,41
OH,Belmont County,Sports & Entertainment,2
OH,Brown County,Flex,2
OH,Brown County,Health Care,4
OH,Brown County,Hospitality,5
OH,Brown County,Industrial,28
OH,Brown County,Multi-Family,26
OH,Brown County,Office,45
OH,Brown County,Retail,189
OH,Brown County,Specialty,27
OH,Brown County,Sports & Entertainment,1
OH,Butler County,Flex,96
OH,Butler County,Health Care,39
OH,Butler County,Hospitality,45
OH,Butler County,Industrial,1405
OH,Butler County,Multi-Family,471
OH,Butler County,Office,704
OH,Butler County,Retail,1697
OH,Butler County,Specialty,191
OH,Butler County,Sports & Entertainment,19
OH,Carroll County,Health Care,2
OH,Carroll County,Hospitality,6
OH,Carroll County,Industrial,42
OH,Carroll County,Multi-Family,12
OH,Carroll County,Office,26
OH,Carroll County,Retail,107
OH,Carroll County,Specialty,22
OH,Carroll County,Sports & Entertainment,1
OH,Champaign County,Flex,3
OH,Champaign County,Health Care,2
OH,Champaign County,Hospitality,2
OH,Champaign County,Industrial,38
OH,Champaign County,Multi-Family,35
OH,Champaign County,Office,21
OH,Champaign County,Retail,151
OH,Champaign County,Specialty,22
OH,Champaign County,Sports & Entertainment,2
OH,Clark County,Flex,25
OH,Clark County,Health Care,34
OH,Clark County,Hospitality,22
OH,Clark County,Industrial,600
OH,Clark County,Multi-Family,262
OH,Clark County,Office,424
OH,Clark County,Retail,1171
OH,Clark County,Specialty,490
OH,Clark County,Sports & Entertainment,36
OH,Clermont County,Flex,38
OH,Clermont County,Health Care,11
OH,Clermont County,Hospitality,16
OH,Clermont County,Industrial,414
OH,Clermont County,Multi-Family,215
OH,Clermont County,Office,386
OH,Clermont County,Retail,926
OH,Clermont County,Specialty,120
OH,Clermont County,Sports & Entertainment,15
OH,Clinton County,Flex,4
OH,Clinton County,Health Care,5
OH,Clinton County,Hospitality,7
OH,Clinton County,Industrial,52
OH,Clinton County,Multi-Family,42
OH,Clinton County,Office,62
OH,Clinton County,Retail,179
OH,Clinton County,Specialty,16
OH,Clinton County,Sports & Entertainment,3
OH,Columbiana County,Flex,4
OH,Columbiana County,Health Care,15
OH,Columbiana County,Hospitality,5
OH,Columbiana County,Industrial,277
OH,Columbiana County,Multi-Family,90
OH,Columbiana County,Office,288
OH,Columbiana County,Retail,721
OH,Columbiana County,Specialty,96
OH,Columbiana County,Sports & Entertainment,5
OH,Coshocton County,Flex,1
OH,Coshocton County,Health Care,2
OH,Coshocton County,Hospitality,6
OH,Coshocton County,Industrial,35
OH,Coshocton County,Multi-Family,26
OH,Coshocton County,Office,27
OH,Coshocton County,Retail,119
OH,Coshocton County,Specialty,12
OH,Crawford County,Flex,1
OH,Crawford County,Health Care,6
OH,Crawford County,Hospitality,6
OH,Crawford County,Industrial,55
OH,Crawford County,Multi-Family,32
OH,Crawford County,Office,46
OH,Crawford County,Retail,161
OH,Crawford County,Specialty,21
OH,Cuyahoga County,Flex,444
OH,Cuyahoga County,Health Care,202
OH,Cuyahoga County,Hospitality,142
OH,Cuyahoga County,Industrial,5083
OH,Cuyahoga County,Multi-Family,2263
OH,Cuyahoga County,Office,2621
OH,Cuyahoga County,Retail,6625
OH,Cuyahoga County,Specialty,1023
OH,Cuyahoga County,Sports & Entertainment,69
OH,Darke County,Flex,7
OH,Darke County,Health Care,9
OH,Darke County,Hospitality,2
OH,Darke County,Industrial,95
OH,Darke County,Multi-Family,16
OH,Darke County,Office,65
OH,Darke County,Retail,215
OH,Darke County,Specialty,22
OH,Darke County,Sports & Entertainment,1
OH,Defiance County,Flex,4
OH,Defiance County,Health Care,3
OH,Defiance County,Hospitality,2
OH,Defiance County,Industrial,84
OH,Defiance County,Multi-Family,26
OH,Defiance County,Office,71
OH,Defiance County,Retail,224
OH,Defiance County,Specialty,17
OH,Defiance County,Sports & Entertainment,1
OH,Delaware County,Flex,56
OH,Delaware County,Health Care,13
OH,Delaware County,Hospitality,23
OH,Delaware County,Industrial,257
OH,Delaware County,Multi-Family,123
OH,Delaware County,Office,452
OH,Delaware County,Retail,770
OH,Delaware County,Specialty,88
OH,Delaware County,Sports & Entertainment,15
OH,Erie County,Flex,24
OH,Erie County,Health Care,14
OH,Erie County,Hospitality,69
OH,Erie County,Industrial,320
OH,Erie County,Multi-Family,172
OH,Erie County,Office,324
OH,Erie County,Retail,799
OH,Erie County,Specialty,247
OH,Erie County,Sports & Entertainment,14
OH,Fairfield County,Flex,23
OH,Fairfield County,Health Care,17
OH,Fairfield County,Hospitality,12
OH,Fairfield County,Industrial,283
OH,Fairfield County,Multi-Family,102
OH,Fairfield County,Office,284
OH,Fairfield County,Retail,640
OH,Fairfield County,Specialty,82
OH,Fairfield County,Sports & Entertainment,6
OH,Fayette County,Flex,3
OH,Fayette County,Health Care,2
OH,Fayette County,Hospitality,6
OH,Fayette County,Industrial,32
OH,Fayette County,Multi-Family,25
OH,Fayette County,Office,31
OH,Fayette County,Retail,138
OH,Fayette County,Specialty,12
OH,Fayette County,Sports & Entertainment,2
OH,Franklin County,Flex,353
OH,Franklin County,Health Care,140
OH,Franklin County,Hospitality,222
OH,Franklin County,Industrial,3675
OH,Franklin County,Multi-Family,4021
OH,Franklin County,Office,3940
OH,Franklin County,Retail,6735
OH,Franklin County,Specialty,1195
OH,Franklin County,Sports & Entertainment,49
OH,Fulton County,Flex,30
OH,Fulton County,Health Care,3
OH,Fulton County,Hospitality,6
OH,Fulton County,Industrial,164
OH,Fulton County,Multi-Family,40
OH,Fulton County,Office,92
OH,Fulton County,Retail,347
OH,Fulton County,Specialty,25
OH,Fulton County,Sports & Entertainment,1
OH,Gallia County,Flex,3
OH,Gallia County,Hospitality,6
OH,Gallia County,Industrial,18
OH,Gallia County,Multi-Family,14
OH,Gallia County,Office,27
OH,Gallia County,Retail,138
OH,Gallia County,Specialty,14
OH,Gallia County,Sports & Entertainment,1
OH,Geauga County,Flex,59
OH,Geauga County,Health Care,16
OH,Geauga County,Hospitality,5
OH,Geauga County,Industrial,357
OH,Geauga County,Multi-Family,33
OH,Geauga County,Office,201
OH,Geauga County,Retail,482
OH,Geauga County,Specialty,58
OH,Geauga County,Sports & Entertainment,18
OH,Greene County,Flex,51
OH,Greene County,Health Care,31
OH,Greene County,Hospitality,31
OH,Greene County,Industrial,251
OH,Greene County,Multi-Family,251
OH,Greene County,Office,482
OH,Greene County,Retail,1121
OH,Greene County,Specialty,391
OH,Greene County,Sports & Entertainment,33
OH,Guernsey County,Flex,3
OH,Guernsey County,Health Care,5
OH,Guernsey County,Hospitality,10
OH,Guernsey County,Industrial,72
OH,Guernsey County,Multi-Family,27
OH,Guernsey County,Office,64
OH,Guernsey County,Retail,187
OH,Guernsey County,Specialty,29
OH,Hamilton County,Flex,146
OH,Hamilton County,Health Care,124
OH,Hamilton County,Hospitality,111
OH,Hamilton County,Industrial,3237
OH,Hamilton County,Multi-Family,3829
OH,Hamilton County,Office,2869
OH,Hamilton County,Retail,5667
OH,Hamilton County,Specialty,906
OH,Hamilton County,Sports & Entertainment,43
OH,Hancock County,Flex,30
OH,Hancock County,Health Care,13
OH,Hancock County,Hospitality,20
OH,Hancock County,Industrial,257
OH,Hancock County,Multi-Family,108
OH,Hancock County,Office,320
OH,Hancock County,Retail,718
OH,Hancock County,Specialty,126
OH,Hancock County,Sports & Entertainment,7
OH,Hardin County,Flex,1
OH,Hardin County,Health Care,1
OH,Hardin County,Hospitality,3
OH,Hardin County,Industrial,17
OH,Hardin County,Multi-Family,23
OH,Hardin County,Office,25
OH,Hardin County,Retail,117
OH,Hardin County,Specialty,15
OH,Harrison County,Flex,1
OH,Harrison County,Health Care,3
OH,Harrison County,Hospitality,3
OH,Harrison County,Industrial,12
OH,Harrison County,Multi-Family,14
OH,Harrison County,Office,10
OH,Harrison County,Retail,59
OH,Harrison County,Specialty,11
OH,Harrison County,Sports & Entertainment,2
OH,Henry County,Flex,16
OH,Henry County,Health Care,1
OH,Henry County,Hospitality,5
OH,Henry County,Industrial,78
OH,Henry County,Multi-Family,14
OH,Henry County,Office,72
OH,Henry County,Retail,229
OH,Henry County,Specialty,11
OH,Highland County,Health Care,3
OH,Highland County,Hospitality,4
OH,Highland County,Industrial,18
OH,Highland County,Multi-Family,31
OH,Highland County,Office,35
OH,Highland County,Retail,144
OH,Highland County,Specialty,12
OH,Highland County,Sports & Entertainment,1
OH,Hocking County,Flex,2
OH,Hocking County,Health Care,1
OH,Hocking County,Hospitality,6
OH,Hocking County,Industrial,22
OH,Hocking County,Multi-Family,11
OH,Hocking County,Office,23
OH,Hocking County,Retail,70
OH,Hocking County,Specialty,11
OH,Hocking County,Sports & Entertainment,1
OH,Holmes County,Hospitality,22
OH,Holmes County,Industrial,30
OH,Holmes County,Multi-Family,7
OH,Holmes County,Office,26
OH,Holmes County,Retail,97
OH,Holmes County,Specialty,10
OH,Holmes County,Sports & Entertainment,1
OH,Huron County,Flex,15
OH,Huron County,Health Care,12
OH,Huron County,Hospitality,12
OH,Huron County,Industrial,188
OH,Huron County,Multi-Family,62
OH,Huron County,Office,153
OH,Huron County,Retail,472
OH,Huron County,Specialty,105
OH,Huron County,Sports & Entertainment,2
OH,Jackson County,Flex,3
OH,Jackson County,Health Care,1
OH,Jackson County,Hospitality,3
OH,Jackson County,Industrial,24
OH,Jackson County,Multi-Family,13
OH,Jackson County,Office,27
OH,Jackson County,Retail,121
OH,Jackson County,Specialty,10
OH,Jefferson County,Flex,7
OH,Jefferson County,Health Care,6
OH,Jefferson County,Hospitality,2
OH,Jefferson County,Industrial,66
OH,Jefferson County,Multi-Family,77
OH,Jefferson County,Office,105
OH,Jefferson County,Retail,281
OH,Jefferson County,Specialty,42
OH,Knox County,Flex,7
OH,Knox County,Health Care,4
OH,Knox County,Hospitality,5
OH,Knox County,Industrial,57
OH,Knox County,Multi-Family,18
OH,Knox County,Office,64
OH,Knox County,Retail,197
OH,Knox County,Specialty,20
OH,Knox County,Sports & Entertainment,3
OH,Lake County,Flex,96
OH,Lake County,Health Care,33
OH,Lake County,Hospitality,27
OH,Lake County,Industrial,1326
OH,Lake County,Multi-Family,213
OH,Lake County,Office,464
OH,Lake County,Retail,1360
OH,Lake County,Specialty,152
OH,Lake County,Sports & Entertainment,13
OH,Lawrence County,Flex,35
OH,Lawrence County,Health Care,9
OH,Lawrence County,Hospitality,8
OH,Lawrence County,Industrial,89
OH,Lawrence County,Multi-Family,69
OH,Lawrence County,Office,177
OH,Lawrence County,Retail,485
OH,Lawrence County,Specialty,79
OH,Lawrence County,Sports & Entertainment,4
OH,Licking County,Flex,29
OH,Licking County,Health Care,11
OH,Licking County,Hospitality,18
OH,Licking County,Industrial,446
OH,Licking County,Multi-Family,163
OH,Licking County,Office,282
OH,Licking County,Retail,711
OH,Licking County,Specialty,99
OH,Licking County,Sports & Entertainment,10
OH,Logan County,Flex,7
OH,Logan County,Health Care,1
OH,Logan County,Hospitality,3
OH,Logan County,Industrial,57
OH,Logan County,Multi-Family,36
OH,Logan County,Office,59
OH,Logan County,Retail,231
OH,Logan County,Specialty,37
OH,Logan County,Sports & Entertainment,4
OH,Lorain County,Flex,64
OH,Lorain County,Health Care,28
OH,Lorain County,Hospitality,29
OH,Lorain County,Industrial,894
OH,Lorain County,Multi-Family,392
OH,Lorain County,Office,648
OH,Lorain County,Retail,1721
OH,Lorain County,Specialty,300
OH,Lorain County,Sports & Entertainment,21
OH,Lucas County,Flex,233
OH,Lucas County,Health Care,82
OH,Lucas County,Hospitality,64
OH,Lucas County,Industrial,1485
OH,Lucas County,Multi-Family,916
OH,Lucas County,Office,1488
OH,Lucas County,Retail,3951
OH,Lucas County,Specialty,885
OH,Lucas County,Sports & Entertainment,40
OH,Madison County,Flex,1
OH,Madison County,Health Care,2
OH,Madison County,Hospitality,4
OH,Madison County,Industrial,86
OH,Madison County,Multi-Family,38
OH,Madison County,Office,39
OH,Madison County,Retail,165
OH,Madison County,Specialty,26
OH,Madison County,Sports & Entertainment,2
OH,Mahoning County,Flex,31
OH,Mahoning County,Health Care,50
OH,Mahoning County,Hospitality,41
OH,Mahoning County,Industrial,725
OH,Mahoning County,Multi-Family,495
OH,Mahoning County,Office,863
OH,Mahoning County,Retail,1847
OH,Mahoning County,Specialty,370
OH,Mahoning County,Sports & Entertainment,30
OH,Marion County,Flex,7
OH,Marion County,Health Care,15
OH,Marion County,Hospitality,6
OH,Marion County,Industrial,85
OH,Marion County,Multi-Family,61
OH,Marion County,Office,80
OH,Marion County,Retail,236
OH,Marion County,Specialty,24
OH,Marion County,Sports & Entertainment,7
OH,Medina County,Flex,55
OH,Medina County,Health Care,20
OH,Medina County,Hospitality,26
OH,Medina County,Industrial,584
OH,Medina County,Multi-Family,124
OH,Medina County,Office,414
OH,Medina County,Retail,908
OH,Medina County,Specialty,146
OH,Medina County,Sports & Entertainment,14
OH,Meigs County,Flex,1
OH,Meigs County,Health Care,1
OH,Meigs County,Hospitality,2
OH,Meigs County,Industrial,7
OH,Meigs County,Multi-Family,7
OH,Meigs County,Office,10
OH,Meigs County,Retail,61
OH,Meigs County,Specialty,14
OH,Meigs County,Sports & Entertainment,1
